#
#   VizieR Astronomical Server: vizier.nao.ac.jp    	2008-09-08T15:17:26
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29447	
#INFO	-out.max=50000	

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	1RXS	(a16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	PosErr	(I2)	? Total positional error (including 6" systematic error)	[ucd=stat.error]
#_RAJ2000	_DEJ2000	1RXS	PosErr
#"h:m:s"	"d:m:s"		arcsec
#-----------	-----------	----------------	--
* V 8
09 03 20.50	+26 54 05.0	J090320.5+265405	12
09 03 20.60	+04 57 56.0	J090320.6+045756	15
09 03 22.40	-63 48 28.5	J090322.4-634828	12
09 03 24.60	+38 06 02.0	J090324.6+380602	12
09 03 26.20	-48 41 03.5	J090326.2-484103	13
09 03 26.80	+37 50 32.5	J090326.8+375032	 7
09 03 33.70	-20 35 54.5	J090333.7-203554	 7
09 03 47.00	-19 49 17.0	J090347.0-194917	10
09 03 47.30	+12 18 37.5	J090347.3+121837	12
09 03 49.10	+19 36 46.0	J090349.1+193646	40
09 03 55.90	-23 50 51.5	J090355.9-235051	 9
09 04 04.30	-14 30 32.0	J090404.3-143032	12
09 04 06.80	-15 55 12.5	J090406.8-155512	13
09 04 13.40	-24 14 21.5	J090413.4-241421	14
09 04 15.80	+72 59 47.5	J090415.8+725947	12
09 04 18.50	-11 34 57.5	J090418.5-113457	24
09 04 20.40	-15 55 01.5	J090420.4-155501	16
09 04 22.60	+40 06 55.5	J090422.6+400655	20
09 04 25.80	+07 15 27.5	J090425.8+071527	14
09 04 31.10	-38 29 20.0	J090431.1-382920	24
09 04 31.60	+07 53 36.0	J090431.6+075336	13
09 04 33.90	+47 15 13.5	J090433.9+471513	16
09 04 35.10	+30 38 00.0	J090435.1+303800	27
09 04 39.20	-41 03 44.0	J090439.2-410344	12
09 04 39.30	+79 11 56.0	J090439.3+791156	14
09 04 43.20	-55 12 48.5	J090443.2-551248	14
09 04 48.50	+42 02 27.5	J090448.5+420227	14
09 04 51.40	+23 02 19.0	J090451.4+230219	17
09 04 54.20	+51 14 45.0	J090454.2+511445	10
09 05 05.40	+04 54 48.0	J090505.4+045448	10
09 05 08.20	-72 36 11.0	J090508.2-723611	17
09 05 14.00	+41 52 01.0	J090514.0+415201	13
09 05 18.80	+44 01 36.0	J090518.8+440136	12
09 05 22.20	-15 03 02.5	J090522.2-150302	27
09 05 29.90	-49 18 32.0	J090529.9-491832	11
09 05 31.20	+51 35 13.0	J090531.2+513513	10
09 05 33.40	+18 40 11.0	J090533.4+184011	20
09 05 47.30	-17 31 13.5	J090547.3-173113	16
09 05 52.10	-59 36 26.5	J090552.1-593626	15
09 05 53.80	-04 26 08.0	J090553.8-042608	18
09 05 58.70	+05 05 41.0	J090558.7+050541	 9
09 06 01.10	+48 51 22.0	J090601.1+485122	12
09 06 04.90	+19 41 53.0	J090604.9+194153	11
09 06 11.30	+41 41 16.0	J090611.3+414116	23
09 06 12.10	+51 09 30.0	J090612.1+510930	17
09 06 21.30	+16 59 29.5	J090621.3+165929	19
09 06 24.60	+10 21 36.5	J090624.6+102136	14
09 06 32.00	+16 46 19.0	J090632.0+164619	 8
09 06 46.10	-08 48 27.5	J090646.1-084827	15
09 06 47.50	-52 04 40.5	J090647.5-520440	13
09 06 54.60	+39 15 00.0	J090654.6+391500	 9
09 06 54.80	+45 32 23.0	J090654.8+453223	16
09 07 05.20	+47 08 58.5	J090705.2+470858	 8
09 07 06.20	-27 17 07.5	J090706.2-271707	30
09 07 09.00	+48 25 03.0	J090709.0+482503	 9
09 07 17.40	+22 52 54.5	J090717.4+225254	 8
09 07 22.40	+16 39 10.5	J090722.4+163910	21
09 07 23.00	+17 16 13.0	J090723.0+171613	16
09 07 28.40	+11 19 28.5	J090728.4+111928	11
09 07 42.00	+50 57 51.5	J090742.0+505751	36
09 07 44.00	+37 04 34.5	J090744.0+370434	12
09 07 44.30	-82 19 26.5	J090744.3-821926	 8
09 07 44.60	+53 24 22.0	J090744.6+532422	12
09 07 50.50	+49 36 58.5	J090750.5+493658	30
09 08 01.50	+29 39 02.5	J090801.5+293902	 9
09 08 02.10	-09 59 28.5	J090802.1-095928	10
09 08 05.50	-08 29 33.0	J090805.5-082933	12
09 08 07.60	-17 47 13.0	J090807.6-174713	10
09 08 08.70	+50 09 12.0	J090808.7+500912	11
09 08 16.60	+35 51 35.0	J090816.6+355135	25
09 08 17.30	-37 06 49.5	J090817.3-370649	 8
09 08 25.80	-72 31 32.0	J090825.8-723132	10
09 08 28.10	+32 58 58.0	J090828.1+325858	19
09 08 34.80	+41 50 39.5	J090834.8+415039	15
09 08 47.80	+49 39 50.5	J090847.8+493950	11
09 08 48.90	+26 38 22.5	J090848.9+263822	16
09 08 51.30	+33 53 02.0	J090851.3+335302	 8
09 09 01.40	+10 59 50.5	J090901.4+105950	22
09 09 04.90	+36 33 22.0	J090904.9+363322	22
09 09 11.20	+54 09 54.0	J090911.2+540954	11
09 09 11.40	-12 21 30.0	J090911.4-122130	10
09 09 11.80	+01 21 31.0	J090911.8+012131	19
09 09 13.80	-09 39 59.0	J090913.8-093959	12
09 09 16.00	-12 36 03.0	J090916.0-123603	11
09 09 20.70	+51 33 12.5	J090920.7+513312	32
09 09 24.30	+52 16 30.0	J090924.3+521630	21
09 09 29.20	-55 38 25.5	J090929.2-553825	10
09 09 39.00	+06 42 14.0	J090939.0+064214	10
09 09 40.40	+51 31 15.5	J090940.4+513115	18
09 09 50.60	+18 49 56.5	J090950.6+184956	12
09 09 53.90	+31 05 58.5	J090953.9+310558	 8
09 09 56.80	+54 29 07.5	J090956.8+542907	 9
09 10 03.80	+35 33 41.0	J091003.8+353341	 7
09 10 04.00	-65 29 34.0	J091004.0-652934	20
09 10 06.70	-48 37 39.0	J091006.7-483739	11
09 10 10.20	+48 13 17.5	J091010.2+481317	 8
09 10 15.80	+20 58 58.0	J091015.8+205858	15
09 10 25.70	+67 07 48.5	J091025.7+670748	15
09 10 31.70	-21 09 30.0	J091031.7-210930	40
09 10 36.60	-10 35 01.5	J091036.6-103501	10
09 10 37.20	+33 29 20.0	J091037.2+332920	10
09 10 58.60	-58 57 55.5	J091058.6-585755	11
09 11 10.50	-04 16 07.0	J091110.5-041607	14
09 11 11.00	+14 06 37.0	J091111.0+140637	11
09 11 12.20	+17 46 34.0	J091112.2+174634	16
09 11 15.20	-50 14 11.5	J091115.2-501411	13
09 11 18.10	+62 46 38.5	J091118.1+624638	11
09 11 25.80	-63 11 14.5	J091125.8-631114	10
09 11 28.90	+28 01 28.0	J091128.9+280128	 9
09 11 33.80	+44 23 05.5	J091133.8+442305	15
09 11 33.90	-13 47 40.5	J091133.9-134740	16
09 11 34.00	-12 14 04.5	J091134.0-121404	 8
09 11 35.00	-41 17 11.5	J091135.0-411711	11
09 11 35.20	-41 26 56.0	J091135.2-412656	 9
09 11 47.50	-11 51 34.0	J091147.5-115134	 8
09 11 49.20	-44 26 04.0	J091149.2-442604	 8
09 11 54.90	-38 14 14.0	J091154.9-381414	10
09 11 54.90	-60 18 05.5	J091154.9-601805	12
09 12 11.90	+27 59 55.0	J091211.9+275955	15
09 12 12.90	-25 54 57.0	J091212.9-255457	 9
09 12 15.40	-05 03 44.0	J091215.4-050344	12
09 12 17.70	-02 17 30.5	J091217.7-021730	21
09 12 19.00	+24 50 33.0	J091219.0+245033	16
09 12 28.80	+49 12 02.0	J091228.8+491202	 9
09 12 30.80	+15 55 31.0	J091230.8+155531	 8
09 12 34.90	-15 16 59.5	J091234.9-151659	 8
09 12 35.70	-09 56 24.5	J091235.7-095624	15
09 12 38.50	+37 25 42.5	J091238.5+372542	13
09 12 43.90	+09 35 49.0	J091243.9+093549	12
09 12 44.60	+46 02 34.5	J091244.6+460234	 9
09 12 48.00	+28 54 30.5	J091248.0+285430	12
09 12 48.10	-58 39 19.0	J091248.1-583919	 9
09 12 54.70	+79 37 31.0	J091254.7+793731	11
09 12 55.90	+69 21 55.0	J091255.9+692155	12
09 13 00.40	-21 03 15.5	J091300.4-210315	 7
09 13 02.00	+52 59 42.5	J091302.0+525942	23
09 13 08.70	+47 42 22.5	J091308.7+474222	23
09 13 13.30	+36 58 15.0	J091313.3+365815	10
09 13 16.20	-55 29 00.5	J091316.2-552900	16
09 13 17.80	-39 20 42.5	J091317.8-392042	 9
09 13 18.30	+55 25 33.5	J091318.3+552533	15
09 13 18.40	+75 13 34.5	J091318.4+751334	22
09 13 23.40	+68 52 31.5	J091323.4+685231	12
09 13 24.60	+81 33 18.0	J091324.6+813318	 9
09 13 28.10	+36 05 39.0	J091328.1+360539	10
09 13 29.90	-62 59 06.0	J091329.9-625906	 8
09 13 34.40	+74 51 46.0	J091334.4+745146	 8
09 13 38.20	+46 59 21.0	J091338.2+465921	10
09 13 45.40	+47 42 08.5	J091345.4+474208	 9
09 13 46.00	+40 56 20.5	J091346.0+405620	21
09 13 50.20	-04 08 41.5	J091350.2-040841	24
09 13 58.60	+79 11 14.0	J091358.6+791114	 9
09 14 01.00	+05 07 43.0	J091401.0+050743	11
09 14 07.40	+35 27 33.5	J091407.4+352733	 8
09 14 07.40	-60 32 08.0	J091407.4-603208	 9
09 14 13.90	+77 28 42.5	J091413.9+772842	11
09 14 16.40	+50 34 08.5	J091416.4+503408	 9
09 14 21.50	+01 37 56.0	J091421.5+013756	17
09 14 22.00	+02 19 16.0	J091422.0+021916	13
09 14 24.40	+52 41 18.5	J091424.4+524118	 8
09 14 28.20	+55 06 42.5	J091428.2+550642	14
09 14 31.60	-63 55 00.5	J091431.6-635500	10
09 14 35.60	+06 32 59.0	J091435.6+063259	16
09 14 45.00	+40 03 14.5	J091445.0+400314	14
09 14 48.60	+08 53 23.0	J091448.6+085323	12
09 14 50.90	-28 05 06.0	J091450.9-280506	 9
09 14 53.80	+04 26 36.0	J091453.8+042636	 7
09 14 56.70	-08 00 58.0	J091456.7-080058	 9
09 15 03.10	+08 12 54.5	J091503.1+081254	22
09 15 06.70	+44 34 48.0	J091506.7+443448	17
09 15 09.60	-57 00 30.5	J091509.6-570030	 9
09 15 14.10	-75 23 57.0	J091514.1-752357	14
09 15 16.00	-55 11 37.5	J091516.0-551137	11
09 15 19.00	+06 01 35.5	J091519.0+060135	17
09 15 20.40	+41 19 22.5	J091520.4+411922	15
09 15 27.70	-58 47 29.5	J091527.7-584729	16
09 15 28.10	+78 41 46.0	J091528.1+784146	13
09 15 28.10	-76 08 56.0	J091528.1-760856	10
09 15 34.50	-69 04 55.0	J091534.5-690455	13
09 15 36.40	+05 39 04.0	J091536.4+053904	16
09 15 37.80	+29 02 42.0	J091537.8+290242	14
09 15 43.40	+06 53 32.0	J091543.4+065332	 8
09 15 52.20	+29 33 35.0	J091552.2+293335	 7
09 15 52.30	+09 00 56.5	J091552.3+090056	 9
09 15 55.70	-12 14 02.0	J091555.7-121402	 7
09 15 57.10	-59 11 10.0	J091557.1-591110	11
09 15 57.30	+35 29 25.5	J091557.3+352925	21
09 16 07.30	+17 35 27.5	J091607.3+173527	30
09 16 09.50	-62 19 34.5	J091609.5-621934	10
09 16 09.60	+01 53 20.0	J091609.6+015320	16
09 16 11.50	-00 23 46.5	J091611.5-002346	31
09 16 16.10	+39 27 03.0	J091616.1+392703	11
09 16 18.20	+44 55 30.5	J091618.2+445530	 7
09 16 25.70	+04 09 40.5	J091625.7+040940	11
09 16 31.50	+81 49 18.0	J091631.5+814918	13
09 16 32.40	+37 06 20.0	J091632.4+370620	18
09 16 39.80	+00 43 56.5	J091639.8+004356	13
09 16 44.70	-24 47 35.0	J091644.7-244735	14
09 16 51.80	+52 38 29.0	J091651.8+523829	 7
09 16 57.60	-19 46 13.0	J091657.6-194613	 8
09 16 58.40	+11 00 15.5	J091658.4+110015	13
09 17 01.00	-09 37 10.0	J091701.0-093710	13
09 17 01.60	+19 08 19.0	J091701.6+190819	12
09 17 02.00	-00 44 09.5	J091702.0-004409	 8
09 17 03.70	-54 42 44.0	J091703.7-544244	12
09 17 07.40	+21 00 58.0	J091707.4+210058	16
09 17 12.00	+75 30 43.0	J091712.0+753043	12
09 17 14.70	-03 43 02.0	J091714.7-034302	 9
09 17 19.20	+23 39 10.0	J091719.2+233910	12
09 17 27.60	-64 56 30.5	J091727.6-645630	 8
09 17 28.60	+13 48 43.0	J091728.6+134843	15
09 17 29.50	-02 04 42.5	J091729.5-020442	14
09 17 33.00	+38 47 25.5	J091733.0+384725	12
09 17 43.10	-32 24 50.0	J091743.1-322450	32
09 17 44.50	+46 12 29.5	J091744.5+461229	 7
09 17 49.00	+24 53 28.5	J091749.0+245328	11
09 17 50.00	+71 17 53.5	J091750.0+711753	10
09 17 50.90	+07 56 57.5	J091750.9+075657	11
09 17 51.10	+51 43 27.0	J091751.1+514327	12
09 17 55.40	-03 23 11.0	J091755.4-032311	10
09 17 56.40	-37 23 50.5	J091756.4-372350	 9
09 18 02.20	-54 52 22.0	J091802.2-545222	12
09 18 06.40	-12 18 58.0	J091806.4-121858	11
09 18 07.60	-12 05 43.0	J091807.6-120543	 8
09 18 08.70	+03 03 53.5	J091808.7+030353	11
09 18 14.90	+36 09 12.0	J091814.9+360912	10
09 18 26.20	+16 18 25.0	J091826.2+161825	 7
09 18 28.60	-31 52 33.5	J091828.6-315233	15
09 18 34.40	-05 11 31.5	J091834.4-051131	16
09 18 34.70	+31 56 32.5	J091834.7+315632	18
09 18 50.20	+36 48 14.0	J091850.2+364814	 8
09 18 50.30	-21 15 15.5	J091850.3-211515	38
09 18 56.30	+30 17 13.5	J091856.3+301713	18
09 19 01.00	+46 10 59.5	J091901.0+461059	10
09 19 03.80	-48 24 33.0	J091903.8-482433	14
09 19 04.60	+73 23 34.5	J091904.6+732334	12
09 19 07.00	-35 38 22.5	J091907.0-353822	 7
09 19 12.70	-20 57 39.0	J091912.7-205739	25
09 19 19.90	-32 13 07.5	J091919.9-321307	10
09 19 21.90	-77 38 47.0	J091921.9-773847	 8
09 19 22.20	+62 03 21.5	J091922.2+620321	 8
09 19 26.60	+11 06 59.5	J091926.6+110659	10
09 19 32.20	+78 33 17.0	J091932.2+783317	11
09 19 35.30	+75 39 48.5	J091935.3+753948	 9
09 19 44.90	-06 32 23.5	J091944.9-063223	10
09 19 49.10	+33 45 32.0	J091949.1+334532	19
09 19 51.40	-07 35 35.5	J091951.4-073535	17
09 19 54.90	+55 21 20.5	J091954.9+552120	12
09 20 00.80	+30 52 35.0	J092000.8+305235	10
09 20 01.30	+66 47 07.5	J092001.3+664707	12
09 20 07.40	-06 20 22.5	J092007.4-062022	27
09 20 13.20	-38 34 52.0	J092013.2-383452	 9
09 20 13.90	+39 10 10.5	J092013.9+391010	16
09 20 15.30	+86 02 54.5	J092015.3+860254	 8
09 20 19.10	+37 06 58.5	J092019.1+370658	12
09 20 21.40	-09 36 21.0	J092021.4-093621	14
09 20 23.10	+02 13 51.0	J092023.1+021351	10
09 20 23.40	+61 47 17.5	J092023.4+614717	19
09 20 25.50	+30 31 54.0	J092025.5+303154	23
09 20 26.20	-55 12 24.0	J092026.2-551224	 7
09 20 30.80	+01 35 44.0	J092030.8+013544	 9
09 20 43.10	-29 56 34.0	J092043.1-295634	10
09 20 55.40	-15 36 55.0	J092055.4-153655	11
09 20 56.60	-15 15 36.5	J092056.6-151536	12
09 20 57.20	-22 57 16.0	J092057.2-225716	 8
09 20 57.90	+44 42 00.0	J092057.9+444200	 9
09 20 59.50	+38 11 18.0	J092059.5+381118	10
09 21 01.20	-05 15 29.5	J092101.2-051529	11
09 21 08.20	+48 02 01.5	J092108.2+480201	17
09 21 08.30	+45 38 54.5	J092108.3+453854	15
09 21 15.40	+28 54 45.0	J092115.4+285445	11
09 21 15.70	+25 49 16.0	J092115.7+254916	11
09 21 15.70	+39 39 55.0	J092115.7+393955	 8
09 21 15.90	+10 17 47.0	J092115.9+101747	11
09 21 25.30	+48 24 57.5	J092125.3+482457	17
09 21 26.80	-11 54 23.5	J092126.8-115423	15
09 21 39.90	+32 16 01.0	J092139.9+321601	11
09 21 42.10	+02 31 12.5	J092142.1+023112	11
09 21 42.10	+29 38 17.0	J092142.1+293817	15
09 21 50.20	-51 05 00.0	J092150.2-510500	10
09 21 52.90	+03 36 56.5	J092152.9+033656	10
09 22 03.30	-30 25 25.0	J092203.3-302525	11
09 22 03.80	+49 23 30.5	J092203.8+492330	19
09 22 08.70	+03 45 49.5	J092208.7+034549	37
09 22 22.60	-34 03 32.5	J092222.6-340332	 9
09 22 26.20	+40 12 13.0	J092226.2+401213	 6
09 22 34.80	-63 17 40.0	J092234.8-631740	 7
09 22 41.40	-22 19 09.5	J092241.4-221909	25
09 22 42.60	+10 52 50.0	J092242.6+105250	24
09 22 46.40	+51 20 46.0	J092246.4+512046	 8
09 22 51.20	+75 54 08.0	J092251.2+755408	10
09 22 53.70	-13 49 19.0	J092253.7-134919	 7
09 22 55.00	-39 50 12.5	J092255.0-395012	 9
09 22 55.20	-14 53 39.5	J092255.2-145339	 8
09 23 10.10	+45 30 53.0	J092310.1+453053	12
09 23 16.70	-02 22 28.0	J092316.7-022228	11
09 23 17.90	-50 13 50.0	J092317.9-501350	 9
09 23 20.50	-04 59 52.0	J092320.5-045952	21
09 23 21.90	+28 25 19.5	J092321.9+282519	11
09 23 31.50	-33 07 16.5	J092331.5-330716	16
09 23 34.80	-61 11 43.0	J092334.8-611143	 9
09 23 38.80	-21 35 41.5	J092338.8-213541	 8
09 23 39.40	-47 11 04.0	J092339.4-471104	12
09 23 41.90	-73 40 50.5	J092341.9-734050	11
09 23 43.00	+22 54 37.0	J092343.0+225437	 6
09 23 44.10	-23 08 58.5	J092344.1-230858	25
09 23 44.50	+71 55 37.5	J092344.5+715537	13
09 23 48.20	-23 39 26.5	J092348.2-233926	10
09 24 01.10	+05 33 50.0	J092401.1+053350	10
09 24 04.50	+36 25 23.0	J092404.5+362523	11
09 24 05.30	-02 30 15.0	J092405.3-023015	11
09 24 06.10	+14 10 02.5	J092406.1+141002	15
09 24 09.10	-10 53 37.5	J092409.1-105337	13
09 24 14.50	+03 09 03.0	J092414.5+030903	14
09 24 15.00	-01 42 59.0	J092415.0-014259	19
09 24 18.00	-31 42 12.5	J092418.0-314212	 7
09 24 31.70	+47 08 34.0	J092431.7+470834	11
09 24 36.00	-09 08 05.5	J092436.0-090805	17
09 24 36.20	+47 22 47.5	J092436.2+472247	20
09 24 40.90	+28 47 25.5	J092440.9+284725	17
09 24 48.40	+39 15 44.5	J092448.4+391544	16
09 24 48.50	+30 41 46.5	J092448.5+304146	13
09 24 49.20	-23 49 33.0	J092449.2-234933	 8
09 24 55.10	+57 56 49.5	J092455.1+575649	12
09 24 55.20	+51 34 44.0	J092455.2+513444	11
09 25 01.00	-64 37 26.0	J092501.0-643726	 9
09 25 05.90	-43 27 52.5	J092505.9-432752	 8
09 25 12.30	+52 17 16.5	J092512.3+521716	 6
09 25 27.30	-06 24 05.5	J092527.3-062405	10
09 25 27.80	+37 02 21.0	J092527.8+370221	10
09 25 29.60	+54 05 28.0	J092529.6+540528	 7
09 25 36.00	-53 15 08.5	J092536.0-531508	 8
09 25 43.00	+59 58 26.0	J092543.0+595826	10
09 25 43.10	+48 52 43.0	J092543.1+485243	12
09 25 44.40	-80 40 28.0	J092544.4-804028	11
09 25 45.70	-47 58 11.0	J092545.7-475811	 8
09 25 45.80	+00 15 23.0	J092545.8+001523	12
09 25 54.30	+40 04 14.5	J092554.3+400414	 8
09 25 55.00	+19 54 08.0	J092555.0+195408	12
09 25 55.00	+45 35 57.5	J092555.0+453557	 9
09 26 03.60	+12 44 06.5	J092603.6+124406	 7
09 26 29.80	+13 02 48.0	J092629.8+130248	12
09 26 30.40	+78 26 03.0	J092630.4+782603	12
09 26 36.40	-36 15 17.5	J092636.4-361517	15
09 26 38.10	-13 12 13.0	J092638.1-131213	14
09 26 47.30	-64 56 03.5	J092647.3-645603	23
09 26 48.40	-36 26 04.5	J092648.4-362604	 9
09 26 53.70	+08 23 20.5	J092653.7+082320	22
09 26 54.80	+81 27 51.5	J092654.8+812751	10
09 26 55.50	+41 08 38.5	J092655.5+410838	 9
09 26 56.50	+04 15 59.5	J092656.5+041559	12
09 26 58.30	-16 30 00.0	J092658.3-163000	 8
09 27 02.80	+39 02 21.0	J092702.8+390221	 8
09 27 03.40	+52 23 23.0	J092703.4+522323	10
09 27 05.70	+37 41 57.5	J092705.7+374157	11
09 27 10.80	+53 27 41.0	J092710.8+532741	11
09 27 11.00	-70 42 43.0	J092711.0-704243	13
09 27 11.30	+44 45 39.0	J092711.3+444539	11
09 27 17.90	-22 20 33.0	J092717.9-222033	 8
09 27 18.30	+23 01 21.0	J092718.3+230121	10
09 27 19.90	-10 55 08.0	J092719.9-105508	17
09 27 28.50	+39 30 35.0	J092728.5+393035	11
09 27 37.30	-35 00 32.5	J092737.3-350032	13
09 27 48.90	+40 38 38.5	J092748.9+403838	 9
09 27 52.10	-20 34 37.0	J092752.1-203437	 8
09 27 57.60	-66 06 18.0	J092757.6-660618	12
09 28 04.20	+74 47 14.5	J092804.2+744714	10
09 28 06.80	+20 31 56.0	J092806.8+203156	10
09 28 18.60	-78 15 37.0	J092818.6-781537	10
09 28 24.50	-64 15 03.5	J092824.5-641503	17
09 28 29.90	-09 22 59.5	J092829.9-092259	17
09 28 36.10	+37 47 46.0	J092836.1+374746	12
09 28 37.30	+60 25 09.5	J092837.3+602509	13
09 28 39.90	-15 22 34.0	J092839.9-152234	23
09 28 44.60	+22 24 01.5	J092844.6+222401	16
09 28 46.70	+38 31 36.5	J092846.7+383136	14
09 28 54.00	-41 01 03.5	J092854.0-410103	13
09 28 56.00	-35 46 10.5	J092856.0-354610	19
09 29 00.30	+19 17 18.0	J092900.3+191718	13
09 29 07.10	-24 04 58.0	J092907.1-240458	 8
09 29 08.10	-67 11 33.0	J092908.1-671133	20
09 29 09.40	-02 45 52.5	J092909.4-024552	 8
09 29 16.40	+50 13 44.0	J092916.4+501344	12
09 29 21.90	+56 14 41.5	J092921.9+561441	12
09 29 22.30	-43 11 27.5	J092922.3-431127	13
09 29 27.60	-44 31 53.5	J092927.6-443153	 8
09 29 35.30	-58 17 54.0	J092935.3-581754	10
09 29 42.80	+00 41 25.5	J092942.8+004125	12
09 29 55.60	+05 39 20.5	J092955.6+053920	 9
09 30 10.30	+53 39 08.0	J093010.3+533908	 8
09 30 14.20	+26 30 32.0	J093014.2+263032	 9
09 30 17.70	+47 07 25.5	J093017.7+470725	 7
09 30 21.80	-31 32 59.0	J093021.8-313259	 8
09 30 23.00	+19 40 59.0	J093023.0+194059	 9
09 30 23.20	+12 56 32.0	J093023.2+125632	10
09 30 31.10	-70 41 56.0	J093031.1-704156	15
09 30 34.70	+46 44 33.5	J093034.7+464433	12
09 30 36.50	+10 36 03.0	J093036.5+103603	 8
09 30 37.10	+49 50 28.0	J093037.1+495028	 6
09 30 38.00	-75 29 05.5	J093038.0-752905	10
09 30 41.90	-40 27 57.0	J093041.9-402757	 7
09 30 42.60	-53 31 20.5	J093042.6-533120	 7
09 30 47.90	+40 44 46.5	J093047.9+404446	10
09 30 55.10	+35 04 10.0	J093055.1+350410	26
09 30 56.20	+39 33 32.0	J093056.2+393332	11
09 30 59.70	-28 14 23.5	J093059.7-281423	11
09 31 07.00	+03 04 47.0	J093107.0+030447	10
09 31 17.60	+03 31 46.5	J093117.6+033146	18
09 31 20.50	-74 08 31.0	J093120.5-740831	21
09 31 21.90	+75 18 40.0	J093121.9+751840	14
09 31 25.50	-73 44 50.0	J093125.5-734450	 8
09 31 47.60	-65 14 55.5	J093147.6-651455	16
09 31 55.00	+37 05 27.0	J093155.0+370527	12
09 31 58.60	-62 09 18.5	J093158.6-620918	 9
09 32 03.70	-57 51 38.0	J093203.7-575138	15
09 32 12.20	+33 58 55.5	J093212.2+335855	11
09 32 12.30	-20 42 20.5	J093212.3-204220	12
09 32 15.50	-73 46 19.0	J093215.5-734619	14
09 32 25.50	-11 11 01.5	J093225.5-111101	 7
09 32 26.50	-52 37 32.5	J093226.5-523732	10
09 32 43.90	+26 59 24.0	J093243.9+265924	 7
09 32 55.60	+43 32 05.0	J093255.6+433205	10
09 32 58.40	+47 52 22.5	J093258.4+475222	20
09 33 00.90	-42 11 08.5	J093300.9-421108	15
09 33 01.40	+49 50 44.0	J093301.4+495044	10
09 33 02.00	-25 50 42.0	J093302.0-255042	18
09 33 03.00	+38 52 27.5	J093303.0+385227	10
09 33 05.70	-74 32 54.5	J093305.7-743254	24
09 33 08.20	+53 47 54.0	J093308.2+534754	18
09 33 10.20	+00 03 16.5	J093310.2+000316	14
09 33 13.90	-48 48 34.0	J093313.9-484834	 8
09 33 18.20	-17 14 40.0	J093318.2-171440	 9
09 33 21.10	-70 12 18.5	J093321.1-701218	10
09 33 22.70	-06 30 32.5	J093322.7-063032	 9
09 33 22.70	-29 39 56.5	J093322.7-293956	10
09 33 32.20	+48 58 13.0	J093332.2+485813	12
09 33 41.40	-17 09 02.0	J093341.4-170902	14
09 33 45.70	-27 13 51.5	J093345.7-271351	15
09 33 46.50	+62 49 43.5	J093346.5+624943	 6
09 33 46.50	+87 17 07.5	J093346.5+871707	11
09 33 48.30	+21 14 40.0	J093348.3+211440	18
09 33 50.50	+38 51 10.5	J093350.5+385110	15
09 33 53.10	+15 29 46.0	J093353.1+152946	16
09 33 55.60	+14 19 32.0	J093355.6+141932	12
09 34 04.90	+19 56 23.0	J093404.9+195623	 8
09 34 06.50	+44 02 14.5	J093406.5+440214	 8
09 34 13.80	+36 24 06.0	J093413.8+362406	 7
09 34 27.20	+74 51 23.0	J093427.2+745123	10
09 34 28.70	+69 49 50.0	J093428.7+694950	 6
09 34 30.20	-17 21 17.5	J093430.2-172117	 8
09 34 34.70	+26 19 38.0	J093434.7+261938	16
09 34 36.10	-00 29 06.0	J093436.1-002906	 8
09 34 41.60	-28 05 39.5	J093441.6-280539	29
09 34 44.70	-06 09 30.5	J093444.7-060930	 9
09 34 50.80	+31 08 27.5	J093450.8+310827	12
09 34 55.30	-78 04 14.5	J093455.3-780414	10
09 34 57.60	+34 31 59.5	J093457.6+343159	12
09 34 57.80	-64 59 59.5	J093457.8-645959	 9
09 35 02.00	+43 31 08.0	J093502.0+433108	 9
09 35 04.80	+10 52 11.5	J093504.8+105211	11
09 35 08.80	+48 19 10.5	J093508.8+481910	11
09 35 10.60	-14 50 04.5	J093510.6-145004	11
09 35 11.80	-35 49 28.5	J093511.8-354928	11
09 35 21.70	+39 57 43.0	J093521.7+395743	12
09 35 26.70	-35 10 40.0	J093526.7-351040	15
09 35 27.40	+26 17 14.0	J093527.4+261714	 9
09 35 30.20	+11 08 20.0	J093530.2+110820	12
09 35 30.90	-28 02 55.5	J093530.9-280255	 8
09 35 40.60	+35 49 02.0	J093540.6+354902	 8
09 35 44.50	+32 01 57.5	J093544.5+320157	13
09 35 45.50	+76 01 06.5	J093545.5+760106	12
09 35 47.40	-13 34 55.5	J093547.4-133455	12
09 35 48.30	+35 24 16.0	J093548.3+352416	28
